D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0000.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.192;49.97;4.000;206.2;16.67;
1-553;9.208;49.97;4.000;206.3;16.69;
1-554;9.225;49.97;4.000;206.3;16.71;
1-555;9.242;49.97;3.900;206.3;16.73;
1-556;9.258;49.97;3.900;206.3;16.75;
1-557;9.275;49.97;3.900;206.3;16.77;
1-558;9.292;49.97;4.000;206.3;16.79;
1-559;9.308;49.97;4.000;206.3;16.81;
1-560;9.325;49.97;4.000;206.3;16.83;
1-561;9.342;49.97;3.900;206.3;16.85;
1-562;9.358;49.97;3.900;206.4;16.87;
1-563;9.375;49.97;3.900;206.4;16.90;
1-564;9.392;49.97;4.000;206.4;16.92;
1-565;9.408;49.97;4.000;206.4;16.94;
1-566;9.425;49.97;4.000;206.4;16.96;
1-567;9.442;49.97;3.900;206.4;16.98;
1-568;9.458;49.97;3.900;206.4;17.00;
1-569;9.475;49.97;3.900;206.4;17.02;
1-570;9.492;49.97;3.900;206.4;17.04;
1-571;9.508;49.97;3.900;206.4;17.06;
1-572;9.525;49.97;4.000;206.4;17.08;
1-573;9.542;49.97;3.900;206.4;17.10;
1-574;9.558;49.97;3.900;206.4;17.12;
1-575;9.575;49.97;3.900;206.4;17.14;
1-576;9.592;49.97;3.900;206.4;17.16;
1-577;9.608;49.97;4.000;206.4;17.18;
1-578;9.625;49.97;4.000;206.4;17.20;
1-579;9.642;49.97;3.900;206.4;17.23;
1-580;9.658;49.97;3.900;206.5;17.25;
1-581;9.675;49.97;3.900;206.5;17.27;
1-582;9.692;49.97;3.900;206.5;17.29;
1-583;9.708;49.97;3.900;206.5;17.31;
1-584;9.725;49.97;3.900;206.5;17.33;
1-585;9.742;49.97;3.900;206.5;17.35;
1-586;9.758;49.97;3.900;206.5;17.37;
1-587;9.775;49.97;3.900;206.5;17.39;
1-588;9.792;49.97;3.900;206.5;17.41;
1-589;9.808;49.97;3.900;206.5;17.43;
1-590;9.825;49.97;4.000;206.5;17.45;
1-591;9.842;49.97;4.000;206.5;17.47;
1-592;9.858;49.97;3.900;206.5;17.49;
1-593;9.875;49.97;3.900;206.6;17.51;
1-594;9.892;49.97;3.900;206.6;17.53;
1-595;9.908;49.97;3.900;206.6;17.55;
1-596;9.925;49.97;4.000;206.6;17.57;
1-597;9.942;49.97;3.900;206.6;17.59;
1-598;9.958;49.97;3.900;206.6;17.61;
1-599;9.975;49.97;3.900;206.6;17.63;
1-600;9.992;49.97;3.900;206.6;17.66;
1-601;10.01;49.97;3.900;206.6;17.68;
1-602;10.03;49.97;4.000;206.6;17.70;
1-603;10.04;49.97;3.900;206.6;17.72;
1-604;10.06;49.97;3.900;206.6;17.74;
1-605;10.08;49.97;3.900;206.6;17.76;
1-606;10.09;49.97;3.900;206.6;17.78;
1-607;10.11;49.97;3.900;206.7;17.80;
1-608;10.13;49.97;4.000;206.7;17.82;
1-609;10.14;49.97;4.000;206.7;17.84;
1-610;10.16;49.97;3.900;206.7;17.86;
1-611;10.18;49.97;4.000;206.7;17.88;
1-612;10.19;49.97;3.900;206.7;17.90;
1-613;10.21;49.97;4.000;206.7;17.92;
1-614;10.23;49.97;4.000;206.7;17.94;
1-615;10.24;49.97;4.000;206.7;17.96;
1-616;10.26;49.97;3.900;206.7;17.99;
1-617;10.28;49.97;4.000;206.7;18.01;
1-618;10.29;49.97;3.900;206.7;18.03;
1-619;10.31;49.97;4.000;206.7;18.05;
1-620;10.33;49.97;4.000;206.7;18.07;
1-621;10.34;49.97;4.000;206.7;18.09;
1-622;10.36;49.97;3.900;206.7;18.11;
1-623;10.38;49.97;3.900;206.7;18.13;
1-624;10.39;49.97;3.900;206.8;18.15;
1-625;10.41;49.97;4.000;206.8;18.17;
1-626;10.43;49.97;4.000;206.8;18.19;
1-627;10.44;49.97;4.000;206.8;18.21;
1-628;10.46;49.97;3.900;206.8;18.23;
1-629;10.48;49.97;4.000;206.8;18.25;
1-630;10.49;49.97;4.000;206.8;18.28;
1-631;10.51;49.97;4.000;206.8;18.30;
1-632;10.53;49.97;4.000;206.8;18.32;
1-633;10.54;49.97;4.000;206.8;18.34;
1-634;10.56;49.97;4.000;206.8;18.36;
1-635;10.58;49.97;3.900;206.8;18.38;
1-636;10.59;49.97;4.000;206.8;18.40;
1-637;10.61;49.97;4.000;206.8;18.42;
1-638;10.63;49.97;4.000;206.9;18.44;
1-639;10.64;49.97;4.000;206.9;18.46;
1-640;10.66;49.97;4.000;206.9;18.48;
1-641;10.68;49.97;3.900;206.9;18.51;
1-642;10.69;49.97;3.900;206.9;18.53;
1-643;10.71;49.97;4.000;206.9;18.55;
1-644;10.73;49.97;4.000;206.9;18.57;
1-645;10.74;49.97;4.000;206.9;18.59;
1-646;10.76;49.97;3.900;206.9;18.61;
1-647;10.78;49.97;4.000;206.9;18.63;
1-648;10.79;49.97;3.900;206.9;18.65;
1-649;10.81;49.97;3.900;206.9;18.67;
1-650;10.83;49.97;4.000;206.9;18.69;
1-651;10.84;49.97;4.000;206.9;18.71;
1-652;10.86;49.97;3.900;207.0;18.73;
1-653;10.88;49.97;3.900;207.0;18.75;
1-654;10.89;49.97;3.900;207.0;18.77;
1-655;10.91;49.97;3.900;207.0;18.79;
1-656;10.93;49.97;4.000;207.0;18.81;
1-657;10.94;49.97;4.000;207.0;18.84;
1-658;10.96;49.97;3.900;207.0;18.86;
1-659;10.98;49.97;4.000;207.0;18.88;
1-660;10.99;49.97;3.900;207.0;18.90;
1-661;11.01;49.97;4.000;207.0;18.92;
1-662;11.03;49.97;4.100;207.0;18.94;
1-663;11.04;49.97;4.100;207.0;18.96;
1-664;11.06;49.97;4.000;207.0;18.98;
1-665;11.08;49.97;4.000;207.0;19.00;
1-666;11.09;49.97;4.000;207.0;19.02;
1-667;11.11;49.97;4.000;207.0;19.04;
1-668;11.13;49.97;4.000;207.1;19.07;
1-669;11.14;49.97;4.100;207.1;19.09;
1-670;11.16;49.97;4.000;207.1;19.11;
1-671;11.18;49.97;4.000;207.1;19.13;
1-672;11.19;49.97;4.000;207.1;19.15;
1-673;11.21;49.97;4.000;207.1;19.17;
1-674;11.23;49.97;4.000;207.1;19.19;
1-675;11.24;49.97;4.000;207.1;19.21;
1-676;11.26;49.97;4.000;207.1;19.23;
1-677;11.28;49.97;4.000;207.1;19.25;
1-678;11.29;49.97;4.000;207.1;19.28;
1-679;11.31;49.97;4.000;207.1;19.30;
1-680;11.33;49.97;4.000;207.1;19.32;
1-681;11.34;49.97;4.000;207.1;19.34;
1-682;11.36;49.97;4.000;207.1;19.36;
1-683;11.38;49.97;4.000;207.1;19.38;
1-684;11.39;49.97;3.900;207.1;19.40;
1-685;11.41;49.97;4.000;207.1;19.42;
1-686;11.43;49.97;4.000;207.1;19.44;
1-687;11.44;49.97;4.000;207.1;19.46;
1-688;11.46;49.97;4.000;207.2;19.48;
1-689;11.48;49.97;4.000;207.1;19.51;
1-690;11.49;49.97;4.000;207.2;19.53;
1-691;11.51;49.97;4.000;207.2;19.55;
1-692;11.53;49.97;4.000;207.2;19.57;
1-693;11.54;49.97;4.000;207.2;19.59;
1-694;11.56;49.97;4.000;207.2;19.61;
1-695;11.58;49.97;4.000;207.2;19.63;
1-696;11.59;49.97;4.000;207.2;19.65;
1-697;11.61;49.97;4.000;207.2;19.67;
1-698;11.63;49.97;4.000;207.2;19.69;
1-699;11.64;49.97;4.100;207.2;19.72;
1-700;11.66;49.97;4.000;207.2;19.74;
1-701;11.68;49.97;4.000;207.2;19.76;
1-702;11.69;49.97;4.000;207.2;19.78;
1-703;11.71;49.97;4.000;207.2;19.80;
1-704;11.73;49.97;4.000;207.2;19.82;
1-705;11.74;49.97;4.100;207.2;19.84;
1-706;11.76;49.97;4.000;207.2;19.86;
1-707;11.78;49.97;4.000;207.2;19.88;
1-708;11.79;49.97;4.000;207.2;19.90;
1-709;11.81;49.97;4.000;207.2;19.93;
1-710;11.83;49.97;4.000;207.2;19.95;
1-711;11.84;49.97;4.100;207.2;19.97;
1-712;11.86;49.97;4.100;207.2;19.99;
1-713;11.88;49.97;4.000;207.2;20.01;
1-714;11.89;49.97;4.000;207.2;20.03;
1-715;11.91;49.97;4.100;207.2;20.05;
1-716;11.93;49.97;4.000;207.2;20.07;
1-717;11.94;49.97;4.100;207.2;20.09;
1-718;11.96;49.97;4.000;207.3;20.12;
1-719;11.98;49.97;4.000;207.2;20.14;
1-720;11.99;49.97;4.000;207.3;20.16;
1-721;12.01;49.97;4.000;207.3;20.18;
1-722;12.03;49.97;4.000;207.3;20.20;
1-723;12.04;49.97;4.000;207.3;20.22;
1-724;12.06;49.97;4.000;207.3;20.24;
1-725;12.08;49.97;4.000;207.3;20.26;
1-726;12.09;49.97;4.000;207.3;20.28;
1-727;12.11;49.97;4.000;207.3;20.30;
1-728;12.13;49.97;4.000;207.3;20.33;
1-729;12.14;49.97;4.000;207.3;20.35;
1-730;12.16;49.97;4.000;207.3;20.37;
1-731;12.18;49.97;4.000;207.3;20.39;
1-732;12.19;49.97;4.000;207.3;20.41;
1-733;12.21;49.97;4.000;207.3;20.43;
1-734;12.23;49.97;4.000;207.3;20.45;
1-735;12.24;49.97;4.000;207.3;20.47;
1-736;12.26;49.97;4.000;207.3;20.49;
1-737;12.28;49.97;4.000;207.4;20.51;
1-738;12.29;49.97;4.000;207.4;20.53;
1-739;12.31;49.97;4.000;207.4;20.56;
1-740;12.33;49.97;4.000;207.4;20.58;
1-741;12.34;49.97;4.100;207.4;20.60;
1-742;12.36;49.97;4.000;207.4;20.62;
1-743;12.38;49.97;4.000;207.4;20.64;
1-744;12.39;49.97;4.000;207.4;20.66;
1-745;12.41;49.97;4.000;207.4;20.68;
1-746;12.43;49.97;4.000;207.4;20.70;
1-747;12.44;49.97;4.000;207.4;20.72;
1-748;12.46;49.97;4.000;207.4;20.74;
1-749;12.48;49.97;4.000;207.4;20.77;
1-750;12.49;49.97;4.000;207.4;20.79;
1-751;12.51;49.97;4.000;207.4;20.81;
1-752;12.53;49.97;4.000;207.4;20.83;
1-753;12.54;49.97;4.100;207.4;20.85;
1-754;12.56;49.97;4.000;207.4;20.87;
1-755;12.58;49.97;4.000;207.4;20.89;
1-756;12.59;49.97;4.000;207.4;20.91;
1-757;12.61;49.97;4.000;207.5;20.93;
1-758;12.63;49.97;4.000;207.5;20.95;
1-759;12.64;49.97;4.100;207.5;20.98;
1-760;12.66;49.97;4.000;207.5;21.00;
1-761;12.68;49.97;4.000;207.5;21.02;
1-762;12.69;49.97;4.000;207.5;21.04;
1-763;12.71;49.97;4.000;207.5;21.06;
1-764;12.73;49.97;4.000;207.5;21.08;
1-765;12.74;49.97;4.100;207.5;21.10;
1-766;12.76;49.97;4.100;207.5;21.12;
1-767;12.78;49.97;4.000;207.5;21.14;
1-768;12.79;49.97;4.000;207.5;21.17;
1-769;12.81;49.97;4.000;207.5;21.19;
1-770;12.83;49.97;4.000;207.5;21.21;
1-771;12.84;49.97;4.100;207.5;21.23;
1-772;12.86;49.97;4.100;207.5;21.25;
1-773;12.88;49.97;4.000;207.5;21.27;
1-774;12.89;49.97;4.000;207.5;21.29;
1-775;12.91;49.97;4.000;207.5;21.31;
1-776;12.93;49.97;4.100;207.5;21.33;
1-777;12.94;49.97;4.100;207.5;21.36;
1-778;12.96;49.97;4.100;207.6;21.38;
1-779;12.98;49.97;4.000;207.6;21.40;
1-780;12.99;49.97;4.100;207.6;21.42;
1-781;13.01;49.97;3.900;207.6;21.44;
1-782;13.03;49.97;4.000;207.6;21.46;
1-783;13.04;49.97;4.100;207.6;21.48;
1-784;13.06;49.97;4.100;207.6;21.50;
1-785;13.08;49.97;4.100;207.6;21.52;
1-786;13.09;49.97;4.100;207.6;21.55;
1-787;13.11;49.97;4.100;207.6;21.57;
1-788;13.13;49.97;4.100;207.6;21.59;
1-789;13.14;49.97;4.100;207.6;21.61;
1-790;13.16;49.97;4.100;207.6;21.63;
1-791;13.18;49.97;4.100;207.6;21.65;
1-792;13.19;49.97;4.100;207.6;21.68;
1-793;13.21;49.97;4.000;207.6;21.70;
1-794;13.23;49.97;4.100;207.6;21.72;
1-795;13.24;49.97;4.100;207.6;21.74;
1-796;13.26;49.97;4.100;207.6;21.76;
1-797;13.28;49.97;4.000;207.6;21.78;
1-798;13.29;49.97;4.100;207.6;21.80;
1-799;13.31;49.97;4.000;207.6;21.82;
1-800;13.33;49.97;4.100;207.6;21.85;
1-801;13.34;49.97;4.100;207.6;21.87;
1-802;13.36;49.97;4.100;207.6;21.89;
1-803;13.38;49.97;4.100;207.6;21.91;
1-804;13.39;49.97;4.100;207.6;21.93;
1-805;13.41;49.97;4.100;207.6;21.95;
1-806;13.43;49.97;4.100;207.6;21.97;
1-807;13.44;49.97;4.100;207.6;22.00;
1-808;13.46;49.97;4.200;207.6;22.02;
1-809;13.48;49.97;4.100;207.6;22.04;
1-810;13.49;49.97;4.100;207.6;22.06;
1-811;13.51;49.97;4.100;207.6;22.08;
1-812;13.53;49.97;4.100;207.7;22.10;
1-813;13.54;49.97;4.100;207.7;22.12;
1-814;13.56;49.97;4.200;207.7;22.15;
1-815;13.58;49.97;4.100;207.7;22.17;
1-816;13.59;49.97;4.100;207.7;22.19;
1-817;13.61;49.97;4.100;207.7;22.21;
1-818;13.63;49.97;4.100;207.7;22.23;
1-819;13.64;49.97;4.100;207.7;22.25;
1-820;13.66;49.97;4.200;207.7;22.28;
1-821;13.68;49.97;4.100;207.7;22.30;
1-822;13.69;49.97;4.100;207.7;22.32;
1-823;13.71;49.97;4.100;207.7;22.34;
1-824;13.73;49.97;4.100;207.7;22.36;
1-825;13.74;49.97;4.100;207.8;22.38;
1-826;13.76;49.97;4.200;207.8;22.40;
1-827;13.78;49.97;4.100;207.8;22.43;
1-828;13.79;49.97;4.100;207.8;22.45;
1-829;13.81;49.97;4.100;207.8;22.47;
1-830;13.83;49.97;4.100;207.8;22.49;
1-831;13.84;49.97;4.100;207.8;22.51;
1-832;13.86;49.97;4.200;207.8;22.53;
1-833;13.88;49.97;4.100;207.8;22.56;
1-834;13.89;49.97;4.100;207.8;22.58;
1-835;13.91;49.97;4.100;207.8;22.60;
1-836;13.93;49.97;4.100;207.8;22.62;
1-837;13.94;49.97;4.100;207.8;22.64;
1-838;13.96;49.97;4.200;207.8;22.66;
1-839;13.98;49.97;4.100;207.8;22.69;
1-840;13.99;49.97;4.100;207.8;22.71;
1-841;14.01;49.97;4.200;207.8;22.73;
1-842;14.03;49.97;4.100;207.8;22.75;
1-843;14.04;49.97;4.100;207.8;22.77;
1-844;14.06;49.97;4.200;207.8;22.79;
1-845;14.08;49.97;4.100;207.8;22.81;
1-846;14.09;49.97;4.100;207.8;22.84;
1-847;14.11;49.97;4.100;207.8;22.86;
1-848;14.13;49.97;4.100;207.8;22.88;
1-849;14.14;49.97;4.100;207.8;22.90;
1-850;14.16;49.97;4.200;207.8;22.92;
1-851;14.18;49.97;4.200;207.8;22.94;
1-852;14.19;49.97;4.100;207.8;22.97;
1-853;14.21;49.97;4.100;207.8;22.99;
1-854;14.23;49.97;4.100;207.8;23.01;
1-855;14.24;49.97;4.200;207.8;23.03;
1-856;14.26;49.97;4.200;207.8;23.05;
1-857;14.28;49.97;4.200;207.8;23.07;
1-858;14.29;49.97;4.100;207.8;23.10;
1-859;14.31;49.97;4.200;207.8;23.12;
1-860;14.33;49.97;4.100;207.8;23.14;
1-861;14.34;49.97;4.200;207.8;23.16;
1-862;14.36;49.97;4.300;207.8;23.18;
1-863;14.38;49.97;4.200;207.8;23.21;
1-864;14.39;49.97;4.200;207.8;23.23;
1-865;14.41;49.97;4.200;207.8;23.25;
1-866;14.43;49.97;4.200;207.9;23.27;
1-867;14.44;49.97;4.200;207.9;23.29;
1-868;14.46;49.97;4.200;207.9;23.32;
1-869;14.48;49.97;4.200;207.9;23.34;
1-870;14.49;49.97;4.200;207.9;23.36;
1-871;14.51;49.97;4.200;207.9;23.38;
1-872;14.53;49.97;4.200;207.9;23.40;
1-873;14.54;49.97;4.200;207.9;23.43;
1-874;14.56;49.97;4.200;207.9;23.45;
1-875;14.58;49.97;4.200;207.9;23.47;
1-876;14.59;49.97;4.100;207.9;23.49;
1-877;14.61;49.97;4.200;207.9;23.51;
1-878;14.63;49.97;4.100;207.9;23.54;
1-879;14.64;49.97;4.200;207.9;23.56;
1-880;14.66;49.97;4.200;207.9;23.58;
1-881;14.68;49.97;4.200;207.9;23.60;
1-882;14.69;49.97;4.200;207.9;23.62;
1-883;14.71;49.97;4.200;207.9;23.64;
1-884;14.73;49.97;4.200;207.9;23.67;
1-885;14.74;49.97;4.200;207.9;23.69;
1-886;14.76;49.97;4.200;207.9;23.71;
1-887;14.78;49.97;4.200;207.9;23.73;
1-888;14.79;49.97;4.200;207.9;23.75;
1-889;14.81;49.97;4.200;207.9;23.78;
1-890;14.83;49.97;4.100;207.9;23.80;
1-891;14.84;49.97;4.200;207.9;23.82;
1-892;14.86;49.97;4.200;207.9;23.84;
1-893;14.88;49.97;4.200;207.9;23.86;
1-894;14.89;49.97;4.200;207.9;23.89;
1-895;14.91;49.97;4.200;208.0;23.91;
1-896;14.93;49.97;4.200;208.0;23.93;
1-897;14.94;49.97;4.200;208.0;23.95;
1-898;14.96;49.97;4.200;208.0;23.97;
1-899;14.98;49.97;4.200;208.0;24.00;
1-900;14.99;49.97;4.200;208.0;24.02;
1-901;15.01;49.97;4.200;208.0;24.04;
1-902;15.03;49.97;4.200;208.0;24.06;
1-903;15.04;49.97;4.200;208.0;24.08;
1-904;15.06;49.97;4.200;208.0;24.11;
1-905;15.08;49.97;4.200;208.0;24.13;
1-906;15.09;49.97;4.200;208.0;24.15;
1-907;15.11;49.97;4.200;208.0;24.17;
1-908;15.13;49.97;4.200;208.0;24.19;
1-909;15.14;49.97;4.200;208.0;24.22;
1-910;15.16;49.97;4.200;208.0;24.24;
1-911;15.18;49.97;4.200;208.0;24.26;
1-912;15.19;49.97;4.200;208.0;24.28;
1-913;15.21;49.97;4.200;208.0;24.30;
1-914;15.23;49.97;4.100;208.0;24.33;
1-915;15.24;49.97;4.200;208.0;24.35;
1-916;15.26;49.97;4.200;208.0;24.37;
1-917;15.28;49.97;4.300;208.0;24.39;
1-918;15.29;49.97;4.200;208.0;24.41;
1-919;15.31;49.97;4.200;208.0;24.44;
1-920;15.33;49.97;4.200;208.0;24.46;
1-921;15.34;49.97;4.200;208.0;24.48;
1-922;15.36;49.97;4.200;208.0;24.50;
1-923;15.38;49.97;4.300;208.0;24.52;
1-924;15.39;49.97;4.200;208.0;24.55;
1-925;15.41;49.97;4.200;208.0;24.57;
1-926;15.43;49.97;4.200;208.1;24.59;
1-927;15.44;49.97;4.200;208.1;24.61;
1-928;15.46;49.97;4.300;208.1;24.63;
1-929;15.48;49.97;4.200;208.1;24.66;
1-930;15.49;49.97;4.200;208.1;24.68;
1-931;15.51;49.97;4.200;208.1;24.70;
1-932;15.53;49.97;4.200;208.1;24.72;
1-933;15.54;49.97;4.200;208.1;24.74;
1-934;15.56;49.97;4.300;208.1;24.77;
1-935;15.58;49.97;4.300;208.1;24.79;
1-936;15.59;49.97;4.300;208.1;24.81;
1-937;15.61;49.97;4.200;208.1;24.83;
1-938;15.63;49.97;4.200;208.1;24.86;
1-939;15.64;49.97;4.300;208.1;24.88;
1-940;15.66;49.97;4.300;208.1;24.90;
1-941;15.68;49.97;4.300;208.1;24.92;
1-942;15.69;49.97;4.300;208.1;24.95;
1-943;15.71;49.97;4.200;208.1;24.97;
1-944;15.73;49.97;4.300;208.1;24.99;
1-945;15.74;49.97;4.200;208.1;25.01;
1-946;15.76;49.97;4.300;208.1;25.03;
1-947;15.78;49.97;4.300;208.1;25.06;
1-948;15.79;49.97;4.300;208.1;25.08;
1-949;15.81;49.97;4.200;208.1;25.10;
1-950;15.83;49.97;4.200;208.1;25.12;
1-951;15.84;49.97;4.200;208.1;25.15;
1-952;15.86;49.97;4.300;208.2;25.17;
1-953;15.88;49.97;4.300;208.2;25.19;
1-954;15.89;49.97;4.200;208.2;25.21;
1-955;15.91;49.97;4.200;208.2;25.23;
1-956;15.93;49.97;4.200;208.2;25.26;
1-957;15.94;49.97;4.200;208.2;25.28;
1-958;15.96;49.97;4.300;208.2;25.30;
1-959;15.98;49.97;4.300;208.2;25.32;
1-960;15.99;49.97;4.300;208.2;25.35;
1-961;16.01;49.97;4.300;208.2;25.37;
1-962;16.03;49.97;4.200;208.2;25.39;
1-963;16.04;49.97;4.300;208.2;25.41;
1-964;16.06;49.97;4.300;208.2;25.44;
1-965;16.08;49.97;4.300;208.2;25.46;
1-966;16.09;49.97;4.300;208.2;25.48;
1-967;16.11;49.97;4.200;208.2;25.50;
1-968;16.13;49.97;4.200;208.2;25.52;
1-969;16.14;49.97;4.200;208.2;25.55;
1-970;16.16;49.97;4.300;208.2;25.57;
1-971;16.18;49.97;4.300;208.2;25.59;
1-972;16.19;49.97;4.300;208.2;25.61;
1-973;16.21;49.97;4.300;208.2;25.64;
1-974;16.23;49.97;4.300;208.2;25.66;
1-975;16.24;49.97;4.200;208.2;25.68;
1-976;16.26;49.97;4.300;208.2;25.70;
1-977;16.28;49.97;4.400;208.2;25.73;
1-978;16.29;49.97;4.300;208.2;25.75;
1-979;16.31;49.97;4.200;208.3;25.77;
1-980;16.33;49.97;4.300;208.3;25.79;
1-981;16.34;49.97;4.300;208.3;25.82;
1-982;16.36;49.97;4.300;208.3;25.84;
1-983;16.38;49.97;4.300;208.3;25.86;
1-984;16.39;49.97;4.300;208.3;25.88;
1-985;16.41;49.97;4.300;208.3;25.91;
1-986;16.43;49.97;4.300;208.3;25.93;
1-987;16.44;49.97;4.300;208.3;25.95;
1-988;16.46;49.97;4.300;208.3;25.97;
1-989;16.48;49.97;4.400;208.3;26.00;
1-990;16.49;49.97;4.400;208.3;26.02;
1-991;16.51;49.97;4.300;208.3;26.04;
1-992;16.53;49.97;4.300;208.3;26.06;
1-993;16.54;49.97;4.300;208.3;26.09;
1-994;16.56;49.97;4.300;208.3;26.11;
1-995;16.58;49.97;4.300;208.3;26.13;
1-996;16.59;49.97;4.300;208.3;26.15;
1-997;16.61;49.97;4.300;208.3;26.18;
1-998;16.63;49.97;4.300;208.3;26.20;
1-999;16.64;49.97;4.300;208.3;26.22;
1-1000;16.66;49.97;4.300;208.3;26.24;
1-1001;16.68;49.97;4.400;208.3;26.27;
1-1002;16.69;49.97;4.400;208.3;26.29;
1-1003;16.71;49.97;4.300;208.3;26.31;
1-1004;16.73;49.97;4.300;208.3;26.34;
1-1005;16.74;49.97;4.300;208.4;26.36;
1-1006;16.76;49.97;4.400;208.4;26.38;
1-1007;16.78;49.97;4.400;208.4;26.40;
1-1008;16.79;49.97;4.400;208.4;26.43;
1-1009;16.81;49.97;4.300;208.3;26.45;
1-1010;16.83;49.97;4.300;208.4;26.47;
1-1011;16.84;49.97;4.400;208.4;26.49;
1-1012;16.86;49.97;4.400;208.4;26.52;
1-1013;16.88;49.97;4.400;208.4;26.54;
1-1014;16.89;49.97;4.400;208.4;26.56;
1-1015;16.91;49.97;4.300;208.4;26.59;
1-1016;16.93;49.97;4.300;208.4;26.61;
1-1017;16.94;49.97;4.300;208.4;26.63;
1-1018;16.96;49.97;4.300;208.4;26.65;
1-1019;16.98;49.97;4.400;208.4;26.68;
1-1020;16.99;49.97;4.400;208.4;26.70;
1-1021;17.01;49.97;4.400;208.4;26.72;
1-1022;17.03;49.97;4.400;208.4;26.75;
1-1023;17.04;49.97;4.400;208.4;26.77;
1-1024;17.06;49.97;4.400;208.4;26.79;
1-1025;17.08;49.97;4.400;208.4;26.82;
1-1026;17.09;49.97;4.400;208.4;26.84;
1-1027;17.11;49.97;4.400;208.4;26.86;
1-1028;17.13;49.97;4.400;208.4;26.88;
1-1029;17.14;49.97;4.300;208.4;26.91;
1-1030;17.16;49.97;4.400;208.4;26.93;
1-1031;17.18;49.97;4.400;208.4;26.95;
1-1032;17.19;49.97;4.400;208.4;26.98;
1-1033;17.21;49.97;4.400;208.4;27.00;
1-1034;17.23;49.97;4.400;208.4;27.02;
1-1035;17.24;49.97;4.300;208.4;27.04;
1-1036;17.26;49.97;4.300;208.4;27.07;
1-1037;17.28;49.97;4.400;208.4;27.09;
1-1038;17.29;49.97;4.400;208.4;27.11;
1-1039;17.31;49.97;4.400;208.4;27.14;
1-1040;17.33;49.97;4.400;208.4;27.16;
1-1041;17.34;49.97;4.400;208.4;27.18;
1-1042;17.36;49.97;4.400;208.5;27.20;
1-1043;17.38;49.97;4.400;208.5;27.23;
1-1044;17.39;49.97;4.500;208.4;27.25;
1-1045;17.41;49.97;4.400;208.5;27.27;
1-1046;17.43;49.97;4.400;208.5;27.30;
1-1047;17.44;49.97;4.400;208.5;27.32;
1-1048;17.46;49.97;4.400;208.5;27.34;
1-1049;17.48;49.97;4.500;208.5;27.37;
1-1050;17.49;49.97;4.500;208.5;27.39;
1-1051;17.51;49.97;4.400;208.5;27.41;
1-1052;17.53;49.97;4.400;208.5;27.44;
1-1053;17.54;49.97;4.400;208.5;27.46;
1-1054;17.56;49.97;4.400;208.5;27.48;
1-1055;17.58;49.97;4.400;208.5;27.51;
1-1056;17.59;49.97;4.500;208.5;27.53;
1-1057;17.61;49.97;4.400;208.5;27.55;
1-1058;17.63;49.97;4.400;208.5;27.58;
1-1059;17.64;49.97;4.400;208.5;27.60;
1-1060;17.66;49.97;4.400;208.5;27.62;
1-1061;17.68;49.97;4.400;208.5;27.64;
1-1062;17.69;49.97;4.500;208.5;27.67;
1-1063;17.71;49.97;4.400;208.5;27.69;
1-1064;17.73;49.97;4.400;208.5;27.71;
1-1065;17.74;49.97;4.400;208.5;27.74;
1-1066;17.76;49.97;4.400;208.5;27.76;
1-1067;17.78;49.97;4.400;208.5;27.78;
1-1068;17.79;49.97;4.400;208.5;27.81;
1-1069;17.81;49.97;4.500;208.5;27.83;
1-1070;17.83;49.97;4.400;208.5;27.85;
1-1071;17.84;49.97;4.400;208.5;27.88;
1-1072;17.86;49.97;4.400;208.5;27.90;
1-1073;17.88;49.97;4.400;208.5;27.92;
1-1074;17.89;49.97;4.500;208.5;27.95;
1-1075;17.91;49.97;4.400;208.6;27.97;
1-1076;17.93;49.97;4.400;208.6;27.99;
1-1077;17.94;49.97;4.400;208.6;28.01;
1-1078;17.96;49.97;4.400;208.6;28.04;
1-1079;17.98;49.97;4.400;208.6;28.06;
1-1080;17.99;49.97;4.500;208.6;28.08;
1-1081;18.01;49.97;4.500;208.6;28.11;
1-1082;18.03;49.97;4.400;208.6;28.13;
1-1083;18.04;49.97;4.400;208.6;28.15;
1-1084;18.06;49.97;4.400;208.6;28.18;
1-1085;18.08;49.97;4.400;208.6;28.20;
1-1086;18.09;49.97;4.500;208.6;28.22;
1-1087;18.11;49.97;4.500;208.6;28.25;
1-1088;18.13;49.97;4.500;208.6;28.27;
1-1089;18.14;49.97;4.500;208.6;28.29;
1-1090;18.16;49.97;4.400;208.6;28.32;
1-1091;18.18;49.97;4.500;208.6;28.34;
1-1092;18.19;49.97;4.500;208.6;28.36;
1-1093;18.21;49.97;4.500;208.6;28.39;
1-1094;18.23;49.97;4.500;208.6;28.41;
1-1095;18.24;49.97;4.500;208.6;28.43;
1-1096;18.26;49.97;4.500;208.6;28.46;
1-1097;18.28;49.97;4.500;208.6;28.48;
1-1098;18.29;49.97;4.500;208.6;28.51;
1-1099;18.31;49.97;4.500;208.6;28.53;
1-1100;18.33;49.97;4.500;208.6;28.55;
1-1101;18.34;49.97;4.500;208.6;28.58;
1-1102;18.36;49.97;4.500;208.6;28.60;
