D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0012.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.192;49.97;3.500;206.1;14.79;
1-553;9.209;49.97;3.500;206.2;14.81;
1-554;9.226;49.97;3.500;206.2;14.83;
1-555;9.242;49.97;3.500;206.2;14.85;
1-556;9.259;49.97;3.500;206.2;14.86;
1-557;9.276;49.97;3.500;206.2;14.88;
1-558;9.292;49.97;3.500;206.2;14.90;
1-559;9.309;49.97;3.600;206.2;14.92;
1-560;9.326;49.97;3.500;206.2;14.94;
1-561;9.342;49.97;3.500;206.2;14.96;
1-562;9.359;49.97;3.500;206.2;14.97;
1-563;9.376;49.97;3.500;206.3;14.99;
1-564;9.392;49.97;3.600;206.3;15.01;
1-565;9.409;49.97;3.600;206.3;15.03;
1-566;9.426;49.97;3.600;206.3;15.05;
1-567;9.442;49.97;3.600;206.3;15.07;
1-568;9.459;49.97;3.600;206.3;15.09;
1-569;9.476;49.97;3.600;206.3;15.11;
1-570;9.492;49.97;3.600;206.3;15.12;
1-571;9.509;49.97;3.600;206.3;15.14;
1-572;9.526;49.97;3.500;206.3;15.16;
1-573;9.542;49.97;3.600;206.3;15.18;
1-574;9.559;49.97;3.600;206.4;15.20;
1-575;9.576;49.97;3.600;206.4;15.22;
1-576;9.592;49.97;3.600;206.4;15.24;
1-577;9.609;49.97;3.600;206.4;15.26;
1-578;9.626;49.97;3.600;206.4;15.27;
1-579;9.642;49.97;3.600;206.4;15.29;
1-580;9.659;49.97;3.600;206.4;15.31;
1-581;9.676;49.97;3.600;206.4;15.33;
1-582;9.692;49.97;3.600;206.4;15.35;
1-583;9.709;49.97;3.600;206.4;15.37;
1-584;9.726;49.97;3.600;206.4;15.39;
1-585;9.742;49.97;3.600;206.5;15.41;
1-586;9.759;49.97;3.600;206.5;15.43;
1-587;9.776;49.97;3.600;206.5;15.44;
1-588;9.792;49.97;3.600;206.5;15.46;
1-589;9.809;49.97;3.600;206.5;15.48;
1-590;9.826;49.97;3.600;206.5;15.50;
1-591;9.842;49.97;3.600;206.5;15.52;
1-592;9.859;49.97;3.600;206.5;15.54;
1-593;9.876;49.97;3.600;206.5;15.56;
1-594;9.892;49.97;3.600;206.5;15.58;
1-595;9.909;49.97;3.600;206.5;15.59;
1-596;9.926;49.97;3.700;206.5;15.61;
1-597;9.942;49.97;3.600;206.5;15.63;
1-598;9.959;49.97;3.600;206.5;15.65;
1-599;9.976;49.97;3.600;206.6;15.67;
1-600;9.992;49.97;3.600;206.6;15.69;
1-601;10.01;49.97;3.600;206.6;15.71;
1-602;10.03;49.97;3.600;206.6;15.73;
1-603;10.04;49.97;3.600;206.6;15.75;
1-604;10.06;49.97;3.500;206.6;15.76;
1-605;10.08;49.97;3.600;206.6;15.78;
1-606;10.09;49.97;3.600;206.6;15.80;
1-607;10.11;49.97;3.600;206.6;15.82;
1-608;10.13;49.97;3.600;206.6;15.84;
1-609;10.14;49.97;3.600;206.6;15.86;
1-610;10.16;49.97;3.600;206.7;15.88;
1-611;10.18;49.97;3.600;206.6;15.90;
1-612;10.19;49.97;3.600;206.6;15.92;
1-613;10.21;49.97;3.600;206.7;15.93;
1-614;10.23;49.97;3.600;206.7;15.95;
1-615;10.24;49.97;3.500;206.7;15.97;
1-616;10.26;49.97;3.600;206.7;15.99;
1-617;10.28;49.97;3.600;206.7;16.01;
1-618;10.29;49.97;3.600;206.7;16.03;
1-619;10.31;49.97;3.600;206.7;16.05;
1-620;10.33;49.97;3.600;206.7;16.07;
1-621;10.34;49.97;3.600;206.7;16.08;
1-622;10.36;49.97;3.600;206.7;16.10;
1-623;10.38;49.97;3.600;206.7;16.12;
1-624;10.39;49.97;3.600;206.7;16.14;
1-625;10.41;49.97;3.600;206.7;16.16;
1-626;10.43;49.97;3.600;206.7;16.18;
1-627;10.44;49.97;3.600;206.7;16.20;
1-628;10.46;49.97;3.600;206.7;16.22;
1-629;10.48;49.97;3.600;206.7;16.23;
1-630;10.49;49.97;3.600;206.8;16.25;
1-631;10.51;49.97;3.600;206.8;16.27;
1-632;10.53;49.97;3.600;206.8;16.29;
1-633;10.54;49.97;3.500;206.8;16.31;
1-634;10.56;49.97;3.600;206.8;16.33;
1-635;10.58;49.97;3.500;206.8;16.35;
1-636;10.59;49.97;3.600;206.8;16.37;
1-637;10.61;49.97;3.600;206.8;16.38;
1-638;10.63;49.97;3.600;206.8;16.40;
1-639;10.64;49.97;3.500;206.8;16.42;
1-640;10.66;49.97;3.600;206.8;16.44;
1-641;10.68;49.97;3.600;206.8;16.46;
1-642;10.69;49.97;3.600;206.8;16.48;
1-643;10.71;49.97;3.600;206.8;16.50;
1-644;10.73;49.97;3.600;206.8;16.52;
1-645;10.74;49.97;3.500;206.8;16.53;
1-646;10.76;49.97;3.600;206.8;16.55;
1-647;10.78;49.97;3.500;206.8;16.57;
1-648;10.79;49.97;3.600;206.8;16.59;
1-649;10.81;49.97;3.600;206.8;16.61;
1-650;10.83;49.97;3.600;206.9;16.63;
1-651;10.84;49.97;3.500;206.9;16.65;
1-652;10.86;49.97;3.500;206.9;16.66;
1-653;10.88;49.97;3.500;206.9;16.68;
1-654;10.89;49.97;3.600;206.8;16.70;
1-655;10.91;49.97;3.600;206.9;16.72;
1-656;10.93;49.97;3.500;206.9;16.74;
1-657;10.94;49.97;3.600;206.9;16.76;
1-658;10.96;49.97;3.500;206.9;16.78;
1-659;10.98;49.97;3.500;206.9;16.79;
1-660;10.99;49.97;3.600;206.9;16.81;
1-661;11.01;49.97;3.600;206.9;16.83;
1-662;11.03;49.97;3.600;206.9;16.85;
1-663;11.04;49.97;3.600;206.9;16.87;
1-664;11.06;49.97;3.600;206.9;16.89;
1-665;11.08;49.97;3.500;206.9;16.91;
1-666;11.09;49.97;3.600;206.9;16.93;
1-667;11.11;49.97;3.600;206.9;16.94;
1-668;11.13;49.97;3.600;206.9;16.96;
1-669;11.14;49.97;3.600;207.0;16.98;
1-670;11.16;49.97;3.600;207.0;17.00;
1-671;11.18;49.97;3.500;206.9;17.02;
1-672;11.19;49.97;3.600;207.0;17.04;
1-673;11.21;49.97;3.600;207.0;17.06;
1-674;11.23;49.97;3.600;207.0;17.08;
1-675;11.24;49.97;3.600;207.0;17.09;
1-676;11.26;49.97;3.500;207.0;17.11;
1-677;11.28;49.97;3.500;207.0;17.13;
1-678;11.29;49.97;3.500;207.0;17.15;
1-679;11.31;49.97;3.600;207.0;17.17;
1-680;11.33;49.97;3.600;207.0;17.19;
1-681;11.34;49.97;3.600;207.0;17.21;
1-682;11.36;49.97;3.500;207.0;17.22;
1-683;11.38;49.97;3.500;207.0;17.24;
1-684;11.39;49.97;3.500;207.0;17.26;
1-685;11.41;49.97;3.500;207.0;17.28;
1-686;11.43;49.97;3.600;207.0;17.30;
1-687;11.44;49.97;3.500;207.0;17.32;
1-688;11.46;49.97;3.500;207.0;17.34;
1-689;11.48;49.97;3.500;207.0;17.35;
1-690;11.49;49.97;3.600;207.0;17.37;
1-691;11.51;49.97;3.600;207.0;17.39;
1-692;11.53;49.97;3.600;207.0;17.41;
1-693;11.54;49.97;3.500;207.0;17.43;
1-694;11.56;49.97;3.500;207.0;17.45;
1-695;11.58;49.97;3.500;207.0;17.46;
1-696;11.59;49.97;3.500;207.0;17.48;
1-697;11.61;49.97;3.500;207.1;17.50;
1-698;11.63;49.97;3.500;207.0;17.52;
1-699;11.64;49.97;3.600;207.1;17.54;
1-700;11.66;49.97;3.500;207.1;17.56;
1-701;11.68;49.97;3.500;207.1;17.58;
1-702;11.69;49.97;3.500;207.0;17.59;
1-703;11.71;49.97;3.500;207.1;17.61;
1-704;11.73;49.97;3.600;207.1;17.63;
1-705;11.74;49.97;3.500;207.1;17.65;
1-706;11.76;49.97;3.600;207.1;17.67;
1-707;11.78;49.97;3.500;207.1;17.69;
1-708;11.79;49.97;3.500;207.1;17.70;
1-709;11.81;49.97;3.500;207.1;17.72;
1-710;11.83;49.97;3.600;207.1;17.74;
1-711;11.84;49.97;3.600;207.1;17.76;
1-712;11.86;49.97;3.500;207.1;17.78;
1-713;11.88;49.97;3.500;207.1;17.80;
1-714;11.89;49.97;3.500;207.1;17.82;
1-715;11.91;49.97;3.600;207.1;17.83;
1-716;11.93;49.97;3.600;207.1;17.85;
1-717;11.94;49.97;3.500;207.1;17.87;
1-718;11.96;49.97;3.600;207.1;17.89;
1-719;11.98;49.97;3.500;207.1;17.91;
1-720;11.99;49.97;3.600;207.1;17.93;
1-721;12.01;49.97;3.600;207.1;17.95;
1-722;12.03;49.97;3.600;207.1;17.96;
1-723;12.04;49.97;3.600;207.1;17.98;
1-724;12.06;49.97;3.600;207.1;18.00;
1-725;12.08;49.97;3.600;207.1;18.02;
1-726;12.09;49.97;3.500;207.2;18.04;
1-727;12.11;49.97;3.600;207.1;18.06;
1-728;12.13;49.97;3.500;207.2;18.08;
1-729;12.14;49.97;3.500;207.2;18.10;
1-730;12.16;49.97;3.500;207.2;18.11;
1-731;12.18;49.97;3.500;207.2;18.13;
1-732;12.19;49.97;3.500;207.1;18.15;
1-733;12.21;49.97;3.500;207.1;18.17;
1-734;12.23;49.97;3.500;207.2;18.19;
1-735;12.24;49.97;3.500;207.2;18.21;
1-736;12.26;49.97;3.500;207.2;18.22;
1-737;12.28;49.97;3.500;207.2;18.24;
1-738;12.29;49.97;3.500;207.2;18.26;
1-739;12.31;49.97;3.500;207.2;18.28;
1-740;12.33;49.97;3.600;207.2;18.30;
1-741;12.34;49.97;3.600;207.2;18.32;
1-742;12.36;49.97;3.500;207.2;18.33;
1-743;12.38;49.97;3.500;207.2;18.35;
1-744;12.39;49.97;3.500;207.2;18.37;
1-745;12.41;49.97;3.500;207.2;18.39;
1-746;12.43;49.97;3.500;207.2;18.41;
1-747;12.44;49.97;3.500;207.2;18.43;
1-748;12.46;49.97;3.500;207.2;18.44;
1-749;12.48;49.97;3.500;207.2;18.46;
1-750;12.49;49.97;3.500;207.2;18.48;
1-751;12.51;49.97;3.600;207.2;18.50;
1-752;12.53;49.97;3.600;207.2;18.52;
1-753;12.54;49.97;3.600;207.2;18.54;
1-754;12.56;49.97;3.500;207.2;18.56;
1-755;12.58;49.97;3.500;207.2;18.57;
1-756;12.59;49.97;3.500;207.2;18.59;
1-757;12.61;49.97;3.500;207.2;18.61;
1-758;12.63;49.97;3.500;207.2;18.63;
1-759;12.64;49.97;3.500;207.2;18.65;
1-760;12.66;49.97;3.500;207.2;18.67;
1-761;12.68;49.97;3.500;207.2;18.68;
1-762;12.69;49.97;3.500;207.2;18.70;
1-763;12.71;49.97;3.500;207.2;18.72;
1-764;12.73;49.97;3.500;207.2;18.74;
1-765;12.74;49.97;3.600;207.2;18.76;
1-766;12.76;49.97;3.500;207.2;18.78;
1-767;12.78;49.97;3.500;207.2;18.79;
1-768;12.79;49.97;3.500;207.2;18.81;
1-769;12.81;49.97;3.500;207.2;18.83;
1-770;12.83;49.97;3.600;207.3;18.85;
1-771;12.84;49.97;3.500;207.3;18.87;
1-772;12.86;49.97;3.500;207.3;18.89;
1-773;12.88;49.97;3.500;207.3;18.91;
1-774;12.89;49.97;3.500;207.3;18.92;
1-775;12.91;49.97;3.500;207.3;18.94;
1-776;12.93;49.97;3.500;207.3;18.96;
1-777;12.94;49.97;3.500;207.3;18.98;
1-778;12.96;49.97;3.500;207.3;19.00;
1-779;12.98;49.97;3.500;207.3;19.01;
1-780;12.99;49.97;3.500;207.3;19.03;
1-781;13.01;49.97;3.500;207.3;19.05;
1-782;13.03;49.97;3.600;207.3;19.07;
1-783;13.04;49.97;3.600;207.3;19.09;
1-784;13.06;49.97;3.600;207.3;19.11;
1-785;13.08;49.97;3.600;207.4;19.13;
1-786;13.09;49.97;3.500;207.3;19.15;
1-787;13.11;49.97;3.600;207.3;19.16;
1-788;13.13;49.97;3.600;207.3;19.18;
1-789;13.14;49.97;3.600;207.4;19.20;
1-790;13.16;49.97;3.500;207.4;19.22;
1-791;13.18;49.97;3.500;207.4;19.24;
1-792;13.19;49.97;3.600;207.4;19.26;
1-793;13.21;49.97;3.500;207.4;19.28;
1-794;13.23;49.97;3.500;207.4;19.29;
1-795;13.24;49.97;3.600;207.4;19.31;
1-796;13.26;49.97;3.500;207.4;19.33;
1-797;13.28;49.97;3.600;207.4;19.35;
1-798;13.29;49.97;3.500;207.4;19.37;
1-799;13.31;49.97;3.500;207.4;19.39;
1-800;13.33;49.97;3.500;207.4;19.40;
1-801;13.34;49.97;3.600;207.4;19.42;
1-802;13.36;49.97;3.500;207.4;19.44;
1-803;13.38;49.97;3.500;207.4;19.46;
1-804;13.39;49.97;3.500;207.4;19.48;
1-805;13.41;49.97;3.500;207.4;19.50;
1-806;13.43;49.97;3.500;207.4;19.52;
1-807;13.44;49.97;3.500;207.4;19.53;
1-808;13.46;49.97;3.500;207.4;19.55;
1-809;13.48;49.97;3.500;207.4;19.57;
1-810;13.49;49.97;3.500;207.4;19.59;
1-811;13.51;49.97;3.500;207.4;19.61;
1-812;13.53;49.97;3.500;207.4;19.63;
1-813;13.54;49.97;3.500;207.4;19.64;
1-814;13.56;49.97;3.500;207.4;19.66;
1-815;13.58;49.97;3.500;207.4;19.68;
1-816;13.59;49.97;3.400;207.4;19.70;
1-817;13.61;49.97;3.500;207.4;19.72;
1-818;13.63;49.97;3.500;207.4;19.73;
1-819;13.64;49.97;3.500;207.4;19.75;
1-820;13.66;49.97;3.500;207.4;19.77;
1-821;13.68;49.97;3.500;207.4;19.79;
1-822;13.69;49.97;3.500;207.4;19.81;
1-823;13.71;49.97;3.500;207.4;19.83;
1-824;13.73;49.97;3.500;207.4;19.84;
1-825;13.74;49.97;3.500;207.4;19.86;
1-826;13.76;49.97;3.500;207.4;19.88;
1-827;13.78;49.97;3.400;207.4;19.90;
1-828;13.79;49.97;3.500;207.4;19.92;
1-829;13.81;49.97;3.500;207.4;19.94;
1-830;13.83;49.97;3.500;207.4;19.95;
1-831;13.84;49.97;3.500;207.4;19.97;
1-832;13.86;49.97;3.500;207.4;19.99;
1-833;13.88;49.97;3.500;207.4;20.01;
1-834;13.89;49.97;3.500;207.4;20.03;
1-835;13.91;49.97;3.500;207.4;20.05;
1-836;13.93;49.97;3.500;207.4;20.06;
1-837;13.94;49.97;3.600;207.4;20.08;
1-838;13.96;49.97;3.500;207.4;20.10;
1-839;13.98;49.97;3.500;207.4;20.12;
1-840;13.99;49.97;3.500;207.4;20.14;
1-841;14.01;49.97;3.500;207.4;20.16;
1-842;14.03;49.97;3.500;207.4;20.17;
1-843;14.04;49.97;3.500;207.4;20.19;
1-844;14.06;49.97;3.500;207.4;20.21;
1-845;14.08;49.97;3.500;207.4;20.23;
1-846;14.09;49.97;3.500;207.5;20.25;
1-847;14.11;49.97;3.500;207.4;20.27;
1-848;14.13;49.97;3.500;207.5;20.28;
1-849;14.14;49.97;3.500;207.5;20.30;
1-850;14.16;49.97;3.500;207.5;20.32;
1-851;14.18;49.97;3.500;207.5;20.34;
1-852;14.19;49.97;3.500;207.5;20.36;
1-853;14.21;49.97;3.500;207.5;20.38;
1-854;14.23;49.97;3.500;207.5;20.39;
1-855;14.24;49.97;3.500;207.5;20.41;
1-856;14.26;49.97;3.500;207.5;20.43;
1-857;14.28;49.97;3.600;207.5;20.45;
1-858;14.29;49.97;3.500;207.5;20.47;
1-859;14.31;49.97;3.500;207.5;20.49;
1-860;14.33;49.97;3.500;207.5;20.50;
1-861;14.34;49.97;3.500;207.5;20.52;
1-862;14.36;49.97;3.500;207.5;20.54;
1-863;14.38;49.97;3.500;207.5;20.56;
1-864;14.39;49.97;3.500;207.5;20.58;
1-865;14.41;49.97;3.500;207.5;20.60;
1-866;14.43;49.97;3.600;207.5;20.61;
1-867;14.44;49.97;3.600;207.5;20.63;
1-868;14.46;49.97;3.600;207.5;20.65;
1-869;14.48;49.97;3.500;207.5;20.67;
1-870;14.49;49.97;3.500;207.5;20.69;
1-871;14.51;49.97;3.500;207.5;20.71;
1-872;14.53;49.97;3.500;207.5;20.73;
1-873;14.54;49.97;3.600;207.5;20.74;
1-874;14.56;49.97;3.500;207.5;20.76;
1-875;14.58;49.97;3.500;207.5;20.78;
1-876;14.59;49.97;3.500;207.5;20.80;
1-877;14.61;49.97;3.500;207.5;20.82;
1-878;14.63;49.97;3.500;207.5;20.84;
1-879;14.64;49.97;3.500;207.5;20.85;
1-880;14.66;49.97;3.500;207.5;20.87;
1-881;14.68;49.97;3.400;207.5;20.89;
1-882;14.69;49.97;3.500;207.5;20.91;
1-883;14.71;49.97;3.500;207.6;20.93;
1-884;14.73;49.97;3.600;207.6;20.95;
1-885;14.74;49.97;3.500;207.6;20.96;
1-886;14.76;49.97;3.500;207.5;20.98;
1-887;14.78;49.97;3.500;207.6;21.00;
1-888;14.79;49.97;3.500;207.5;21.02;
1-889;14.81;49.97;3.500;207.6;21.04;
1-890;14.83;49.97;3.500;207.6;21.06;
1-891;14.84;49.97;3.500;207.6;21.07;
1-892;14.86;49.97;3.600;207.6;21.09;
1-893;14.88;49.97;3.600;207.6;21.11;
1-894;14.89;49.97;3.500;207.6;21.13;
1-895;14.91;49.97;3.500;207.6;21.15;
1-896;14.93;49.97;3.500;207.6;21.17;
1-897;14.94;49.97;3.500;207.6;21.19;
1-898;14.96;49.97;3.600;207.6;21.20;
1-899;14.98;49.97;3.500;207.6;21.22;
1-900;14.99;49.97;3.600;207.6;21.24;
1-901;15.01;49.97;3.500;207.6;21.26;
1-902;15.03;49.97;3.500;207.6;21.28;
1-903;15.04;49.97;3.500;207.6;21.30;
1-904;15.06;49.97;3.500;207.6;21.31;
1-905;15.08;49.97;3.600;207.6;21.33;
1-906;15.09;49.97;3.500;207.6;21.35;
1-907;15.11;49.97;3.500;207.6;21.37;
1-908;15.13;49.97;3.500;207.6;21.39;
1-909;15.14;49.97;3.500;207.6;21.41;
1-910;15.16;49.97;3.500;207.6;21.43;
1-911;15.18;49.97;3.500;207.6;21.44;
1-912;15.19;49.97;3.500;207.6;21.46;
1-913;15.21;49.97;3.400;207.6;21.48;
1-914;15.23;49.97;3.500;207.6;21.50;
1-915;15.24;49.97;3.500;207.6;21.52;
1-916;15.26;49.97;3.500;207.6;21.53;
1-917;15.28;49.97;3.500;207.6;21.55;
1-918;15.29;49.97;3.500;207.6;21.57;
1-919;15.31;49.97;3.500;207.6;21.59;
1-920;15.33;49.97;3.500;207.6;21.61;
1-921;15.34;49.97;3.500;207.6;21.63;
1-922;15.36;49.97;3.500;207.6;21.64;
1-923;15.38;49.97;3.500;207.6;21.66;
1-924;15.39;49.97;3.500;207.6;21.68;
1-925;15.41;49.97;3.500;207.6;21.70;
1-926;15.43;49.97;3.500;207.6;21.72;
1-927;15.44;49.97;3.500;207.6;21.74;
1-928;15.46;49.97;3.500;207.6;21.75;
1-929;15.48;49.97;3.500;207.6;21.77;
1-930;15.49;49.97;3.500;207.6;21.79;
1-931;15.51;49.97;3.500;207.6;21.81;
1-932;15.53;49.97;3.500;207.6;21.83;
1-933;15.54;49.97;3.500;207.6;21.85;
1-934;15.56;49.97;3.600;207.6;21.86;
1-935;15.58;49.97;3.500;207.6;21.88;
1-936;15.59;49.97;3.600;207.6;21.90;
1-937;15.61;49.97;3.500;207.6;21.92;
1-938;15.63;49.97;3.500;207.6;21.94;
1-939;15.64;49.97;3.600;207.6;21.96;
1-940;15.66;49.97;3.600;207.6;21.98;
1-941;15.68;49.97;3.600;207.6;22.00;
1-942;15.69;49.97;3.600;207.7;22.01;
1-943;15.71;49.97;3.600;207.7;22.03;
1-944;15.73;49.97;3.600;207.6;22.05;
1-945;15.74;49.97;3.600;207.7;22.07;
1-946;15.76;49.97;3.600;207.7;22.09;
1-947;15.78;49.97;3.600;207.7;22.11;
1-948;15.79;49.97;3.600;207.7;22.13;
1-949;15.81;49.97;3.500;207.7;22.15;
1-950;15.83;49.97;3.500;207.7;22.16;
1-951;15.84;49.97;3.500;207.7;22.18;
1-952;15.86;49.97;3.500;207.7;22.20;
1-953;15.88;49.97;3.500;207.7;22.22;
1-954;15.89;49.97;3.600;207.7;22.24;
1-955;15.91;49.97;3.500;207.7;22.26;
1-956;15.93;49.97;3.500;207.7;22.27;
1-957;15.94;49.97;3.600;207.7;22.29;
1-958;15.96;49.97;3.600;207.7;22.31;
1-959;15.98;49.97;3.500;207.7;22.33;
1-960;15.99;49.97;3.500;207.7;22.35;
1-961;16.01;49.97;3.600;207.7;22.37;
1-962;16.03;49.97;3.600;207.7;22.39;
1-963;16.04;49.97;3.600;207.7;22.40;
1-964;16.06;49.97;3.600;207.7;22.42;
1-965;16.08;49.97;3.600;207.7;22.44;
1-966;16.09;49.97;3.600;207.8;22.46;
1-967;16.11;49.97;3.600;207.7;22.48;
1-968;16.13;49.97;3.600;207.7;22.50;
1-969;16.14;49.97;3.600;207.7;22.52;
1-970;16.16;49.97;3.600;207.7;22.54;
1-971;16.18;49.97;3.600;207.7;22.56;
1-972;16.19;49.97;3.600;207.7;22.57;
1-973;16.21;49.97;3.600;207.7;22.59;
1-974;16.23;49.97;3.500;207.8;22.61;
1-975;16.24;49.97;3.600;207.8;22.63;
1-976;16.26;49.97;3.600;207.8;22.65;
1-977;16.28;49.97;3.600;207.8;22.67;
1-978;16.29;49.97;3.600;207.8;22.69;
1-979;16.31;49.97;3.600;207.8;22.71;
1-980;16.33;49.97;3.600;207.8;22.72;
1-981;16.34;49.97;3.700;207.8;22.74;
1-982;16.36;49.97;3.600;207.8;22.76;
1-983;16.38;49.97;3.700;207.8;22.78;
1-984;16.39;49.97;3.600;207.8;22.80;
1-985;16.41;49.97;3.600;207.8;22.82;
1-986;16.43;49.97;3.600;207.8;22.84;
1-987;16.44;49.97;3.600;207.8;22.86;
1-988;16.46;49.97;3.600;207.8;22.88;
1-989;16.48;49.97;3.600;207.8;22.90;
1-990;16.49;49.97;3.500;207.8;22.91;
1-991;16.51;49.97;3.600;207.8;22.93;
1-992;16.53;49.97;3.500;207.8;22.95;
1-993;16.54;49.97;3.600;207.8;22.97;
1-994;16.56;49.97;3.600;207.8;22.99;
1-995;16.58;49.97;3.600;207.8;23.01;
1-996;16.59;49.97;3.600;207.8;23.03;
1-997;16.61;49.97;3.600;207.8;23.05;
1-998;16.63;49.97;3.500;207.8;23.06;
1-999;16.64;49.97;3.600;207.8;23.08;
1-1000;16.66;49.97;3.600;207.8;23.10;
1-1001;16.68;49.97;3.600;207.8;23.12;
1-1002;16.69;49.97;3.600;207.8;23.14;
1-1003;16.71;49.97;3.600;207.8;23.16;
1-1004;16.73;49.97;3.600;207.8;23.18;
1-1005;16.74;49.97;3.600;207.8;23.20;
1-1006;16.76;49.97;3.700;207.8;23.21;
1-1007;16.78;49.97;3.700;207.8;23.23;
1-1008;16.79;49.97;3.600;207.8;23.25;
1-1009;16.81;49.97;3.700;207.8;23.27;
1-1010;16.83;49.97;3.600;207.8;23.29;
1-1011;16.84;49.97;3.600;207.8;23.31;
1-1012;16.86;49.97;3.600;207.8;23.33;
1-1013;16.88;49.97;3.600;207.8;23.35;
1-1014;16.89;49.97;3.600;207.8;23.37;
1-1015;16.91;49.97;3.700;207.8;23.39;
1-1016;16.93;49.97;3.600;207.8;23.40;
1-1017;16.94;49.97;3.700;207.8;23.42;
1-1018;16.96;49.97;3.700;207.8;23.44;
1-1019;16.98;49.97;3.700;207.8;23.46;
1-1020;16.99;49.97;3.600;207.8;23.48;
1-1021;17.01;49.97;3.700;207.9;23.50;
1-1022;17.03;49.97;3.700;207.9;23.52;
1-1023;17.04;49.97;3.700;207.9;23.54;
1-1024;17.06;49.97;3.700;207.9;23.56;
1-1025;17.08;49.97;3.700;207.9;23.58;
1-1026;17.09;49.97;3.700;207.9;23.60;
1-1027;17.11;49.97;3.700;207.9;23.62;
1-1028;17.13;49.97;3.700;207.9;23.64;
1-1029;17.14;49.97;3.800;207.9;23.66;
1-1030;17.16;49.97;3.700;207.9;23.68;
1-1031;17.18;49.97;3.700;207.9;23.69;
1-1032;17.19;49.97;3.700;207.9;23.71;
1-1033;17.21;49.97;3.700;207.9;23.73;
1-1034;17.23;49.97;3.700;207.9;23.75;
1-1035;17.24;49.97;3.700;207.9;23.77;
1-1036;17.26;49.97;3.700;207.9;23.79;
1-1037;17.28;49.97;3.700;207.9;23.81;
1-1038;17.29;49.97;3.700;207.9;23.83;
1-1039;17.31;49.97;3.700;207.9;23.85;
1-1040;17.33;49.97;3.700;207.9;23.87;
1-1041;17.34;49.97;3.700;207.9;23.89;
1-1042;17.36;49.97;3.700;207.9;23.91;
1-1043;17.38;49.97;3.700;208.0;23.93;
1-1044;17.39;49.97;3.700;207.9;23.95;
1-1045;17.41;49.97;3.700;207.9;23.97;
1-1046;17.43;49.97;3.600;208.0;23.99;
1-1047;17.44;49.97;3.700;208.0;24.00;
1-1048;17.46;49.97;3.700;208.0;24.02;
1-1049;17.48;49.97;3.700;208.0;24.04;
1-1050;17.49;49.97;3.700;208.0;24.06;
1-1051;17.51;49.97;3.700;208.0;24.08;
1-1052;17.53;49.97;3.700;208.0;24.10;
1-1053;17.54;49.97;3.700;208.0;24.12;
1-1054;17.56;49.97;3.700;208.0;24.14;
1-1055;17.58;49.97;3.700;208.0;24.16;
1-1056;17.59;49.97;3.700;208.0;24.18;
1-1057;17.61;49.97;3.700;208.0;24.20;
1-1058;17.63;49.97;3.700;208.0;24.22;
1-1059;17.64;49.97;3.700;208.0;24.24;
1-1060;17.66;49.97;3.700;208.0;24.26;
1-1061;17.68;49.97;3.800;208.0;24.28;
1-1062;17.69;49.97;3.700;208.0;24.30;
1-1063;17.71;49.97;3.800;208.0;24.31;
1-1064;17.73;49.97;3.700;208.0;24.33;
1-1065;17.74;49.97;3.800;208.0;24.35;
1-1066;17.76;49.97;3.800;208.0;24.37;
1-1067;17.78;49.97;3.800;208.0;24.39;
1-1068;17.79;49.97;3.700;208.0;24.41;
1-1069;17.81;49.97;3.700;208.0;24.43;
1-1070;17.83;49.97;3.800;208.1;24.45;
1-1071;17.84;49.97;3.800;208.0;24.47;
1-1072;17.86;49.97;3.800;208.1;24.49;
1-1073;17.88;49.97;3.800;208.0;24.51;
1-1074;17.89;49.97;3.800;208.1;24.53;
1-1075;17.91;49.97;3.700;208.1;24.55;
1-1076;17.93;49.97;3.800;208.1;24.57;
1-1077;17.94;49.97;3.800;208.1;24.59;
1-1078;17.96;49.97;3.800;208.1;24.61;
1-1079;17.98;49.97;3.800;208.1;24.63;
1-1080;17.99;49.97;3.700;208.1;24.65;
1-1081;18.01;49.97;3.800;208.1;24.67;
1-1082;18.03;49.97;3.800;208.1;24.69;
1-1083;18.04;49.97;3.800;208.1;24.71;
1-1084;18.06;49.97;3.800;208.1;24.73;
1-1085;18.08;49.97;3.800;208.1;24.75;
1-1086;18.09;49.97;3.800;208.1;24.77;
1-1087;18.11;49.97;3.800;208.1;24.79;
1-1088;18.13;49.97;3.800;208.1;24.81;
1-1089;18.14;49.97;3.800;208.1;24.83;
1-1090;18.16;49.97;3.800;208.1;24.85;
1-1091;18.18;49.97;3.800;208.1;24.87;
1-1092;18.19;49.97;3.800;208.1;24.89;
1-1093;18.21;49.97;3.800;208.1;24.91;
1-1094;18.23;49.97;3.800;208.1;24.93;
1-1095;18.24;49.97;3.800;208.1;24.95;
1-1096;18.26;49.97;3.800;208.1;24.97;
1-1097;18.28;49.97;3.800;208.2;24.99;
1-1098;18.29;49.97;3.800;208.2;25.01;
1-1099;18.31;49.97;3.800;208.2;25.03;
1-1100;18.33;49.97;3.800;208.2;25.05;
1-1101;18.34;49.97;3.900;208.2;25.07;
1-1102;18.36;49.97;3.900;208.1;25.09;
